epoch,train_loss,val_loss,val_accuracy
1,0.7622017165554612,0.475060927571129,82.59012016021362
2,0.41553586506957946,0.3246624395882679,86.83578104138851
3,0.31459396847211984,0.2613269639027826,88.81174899866488
4,0.26017879293576235,0.22933409202023078,91.10814419225635
5,0.22242376993872973,0.1969126511850568,92.76368491321763
6,0.18654413825508628,0.1496775091400812,94.5260347129506
7,0.1591118359044671,0.12911545379497744,95.64753004005341
8,0.12945480230671447,0.10021975503295218,96.74232309746328
9,0.10615173500499872,0.09443456084088628,96.82242990654206
10,0.098825276480801,0.0886843416532028,97.16955941255007
11,0.0849925005939533,0.11976800003593148,96.28838451268358
12,0.07622768758172627,0.0896675585997508,97.24966622162884
13,0.06912615010564499,0.08946011809363835,97.30307076101468
14,0.06336190623478459,0.08629051145581505,96.92923898531375
15,0.056418922104771486,0.10696202529381203,96.8758344459279
16,0.051538603108024786,0.07982190753139903,97.7837116154873
17,0.05179496496212858,0.07937392121416682,97.6502002670227
18,0.043754416619311336,0.0797748601491271,97.62349799732978
19,0.04103601354011483,0.07627544791898414,97.73030707610147
20,0.040448100366907665,0.07873865992618356,97.97062750333778
21,0.03845622617803983,0.061215092129591,98.13084112149532
22,0.036029556262079,0.06994605315498953,97.83711615487316
23,0.03344301011131358,0.0884001758616759,97.6502002670227
24,0.030080512304281964,0.067014601872346,98.07743658210948
25,0.034063613260855406,0.07448221441166933,97.81041388518024
26,0.02676638085520449,0.14067074194352214,96.55540720961282
27,0.028633768308355706,0.05861594598043327,98.2109479305741
28,0.02501102696283475,0.058765865296263035,98.50467289719627
29,0.027668584716694453,0.08101160372754779,97.67690253671563
30,0.024976885487223224,0.05786942599621336,98.42456608811749
31,0.024990628987462866,0.05644179273693195,98.34445927903872
32,0.018282227791850268,0.0806175692353201,97.81041388518024
33,0.015751827506349483,0.09119209440066667,97.86381842456609
34,0.020422436780108424,0.0732096732886406,98.37116154873165
35,0.021614928778700544,0.05891704287652397,98.58477970627504
36,0.021890785819549275,0.07217688202014207,98.05073431241655
37,0.016808693431075668,0.07369180701656876,98.13084112149532
38,0.02381577565656679,0.057208995641195866,98.39786381842457
39,0.01236967819838175,0.05009942749172096,98.63818424566088
40,0.01780228732915934,0.07353842506093361,98.34445927903872
41,0.01487832637349226,0.060044884593002806,98.55807743658211
42,0.016305699608824737,0.11455679273243177,97.38317757009347
43,0.013387397232832565,0.08187289962197765,98.1041388518024
44,0.017362411035727318,0.06283651746061339,98.55807743658211
45,0.013001648381697824,0.07066336954330374,98.3177570093458
46,0.011509287251636566,0.05646805494608104,98.42456608811749
47,0.019823269374477592,0.06533227295620744,98.50467289719627
48,0.013669004269829603,0.06636648621907486,98.39786381842457
49,0.00797048898610554,0.0818595046622997,98.18424566088117
50,0.02098229692248292,0.06937314977508553,98.39786381842457
